,Id,Price_main,Price_for_m2,Address,district,area,rooms,floor,build_year
398,4125167788.0,122000,2490.0,"Берестейський проспект, Будинок 9",Святошинський,49.0,2,14,2025.0
400,4052792327.0,105000,2333.0,"Воскресенська вулиця, 2-В",Дніпровський,45.0,1,19,2024.0
403,4020244420.0,89000,1926.0,"Березняківська вулиця, 29-А",Дніпровський,46.2,1,15,2025.0
404,4242265790.0,120000,2500.0,"Берковецька вулиця, 4-Д",Святошинський,48.0,1,5,2024.0
405,3988417122.0,79900,2283.0,"Салютна вулиця, 2к17",Шевченківський,35.0,1,2,2023.0
406,4245358654.0,78000,2053.0,"Берковецька вулиця, Будинок 6",Святошинський,38.0,1,2,2024.0
408,4049674597.0,109500,3422.0,"Салютна вулиця, 2к17",Шевченківський,32.0,1,6,2023.0
409,4138209154.0,83000,1886.0,"вулиця Сергія Колоса, Будинок",Голосіївський,44.0,1,6,2015.0
410,4098800961.0,69000,1171.0,"вулиця Рональда Рейгана, 9",Деснянський,58.9,2,5,1985.0
411,4188433969.0,115000,1667.0,"вулиця Євгена Сверстюка, 6-Е",Дніпровський,69.0,2,7,2021.0
412,4048950335.0,112000,1244.0,"Урлівська вулиця, 16/37",Дарницький,90.0,2,10,2006.0
415,4157054477.0,113000,1546.0,"вулиця Генерала Генадія Воробйова, 13-Е",Солом’янський,73.1,2,17,2007.0
416,3812824120.0,238000,1725.0,"вулиця Михайла Бойчука, 2/34",Печерський,138.0,4,6,1959.0
418,3953511413.0,145000,1635.0,"Обсерваторна вулиця, 12-А",Шевченківський,88.7,3,3,1975.0
420,4252144996.0,112000,1472.0,"вулиця Володимира Беца, 47",Деснянський,76.1,2,4,2017.0
421,4168987851.0,85000,1042.0,"проспект Павла Тичини, 10",Дніпровський,81.6,3,3,2001.0
422,3754977789.0,175000,3365.0,"вулиця Джона Маккейна, 7",Печерський,52.0,1,11,2017.0
423,2787258095.0,400000,2281.0,"Інститутська вулиця, 13/4",Печерський,175.4,4,3,1909.0
424,4053228795.0,130000,1386.0,"Йорданська вулиця, 11-Г",Оболонський,93.8,3,4,1987.0
425,4173693647.0,69000,1366.0,"проспект Європейського Союзу, 35-А",Подільський,50.5,2,6,1985.0
426,4227132082.0,138000,1473.0,"Творча вулиця, 4",Голосіївський,93.7,4,6,2016.0
427,4240337973.0,44000,1023.0,"вулиця Оноре де Бальзака, 63",Деснянський,43.0,1,5,1992.0
428,3828545089.0,126000,2338.0,"Салютна вулиця, 2к18",Шевченківський,53.9,2,3,2019.0
429,4152264281.0,91500,1452.0,"вулиця Олександра Олеся, 8/17",Подільський,63.0,2,22,2022.0
430,4224362725.0,155000,2541.0,"вулиця Михайла Максимовича, 28-К",Голосіївський,61.0,2,14,2024.0
431,3704098091.0,107000,2449.0,"проспект Повітряних Сил, 56-Б",Солом’янський,43.7,1,17,2023.0
432,3704098091.0,107000,2449.0,"проспект Повітряних Сил, 56-Б",Солом’янський,43.7,1,17,2023.0
433,4000887575.0,82000,1929.0,"вулиця Михайла Максимовича, 7-А",Голосіївський,42.5,1,8,2013.0
435,4016531106.0,176000,2347.0,"вулиця Авіаконструктора Ігоря Сікорського, 4-Г",Шевченківський,75.0,2,8,2014.0
436,4056930144.0,72000,1846.0,"Урлівська вулиця, 23-А",Дарницький,39.0,1,25,2012.0
437,3852149948.0,150000,2419.0,"Каховська вулиця, 62",Дніпровський,62.0,2,14,2018.0
438,4048818079.0,85900,1161.0,"вулиця Ушинського, 25-А",Солом’янський,74.0,3,4,1994.0
439,4060546836.0,146000,1304.0,"вулиця Сергія Данченка, 32",Подільський,112.0,3,16,2018.0
441,4245725485.0,229999,1353.0,"Метрологічна вулиця, 111",Голосіївський,170.0,5,6,2014.0
442,4169738507.0,32500,1383.0,"вулиця Зодчих, 56-А",Святошинський,23.5,1,9,1972.0
443,3705413386.0,299000,2048.0,"Почайнинська вулиця, 25/49",Подільський,146.0,4,4,2006.0
444,3824916564.0,49900,978.0,"вулиця Сержа Лифаря, 18",Деснянський,51.0,2,5,1989.0
445,3052747494.0,999950,4201.0,"вулиця Саксаганського, 37-К",Голосіївський,238.0,4,14,2016.0
447,3468377024.0,235000,1975.0,"вулиця Вʼячеслава Чорновола, 29-А",Шевченківський,119.0,3,7,2013.0
448,3718084303.0,66500,1188.0,"Тополева вулиця, 5",Солом’янський,56.0,3,2,1962.0
449,4212004985.0,82000,1300.0,"вулиця Пирогівський Шлях, 46",Голосіївський,63.1,3,6,1982.0
450,3743092361.0,110000,774.0,"Нижньоключова вулиця, 14",Солом’янський,142.1,3,24,2020.0
451,4136381849.0,108000,2455.0,"вулиця Івана Виговського, 44",Подільський,44.0,1,13,2022.0
453,4053816779.0,106500,2591.0,"вулиця Михайла Максимовича, 28-К",Голосіївський,41.1,1,5,2022.0
455,3975218485.0,142000,1420.0,"вулиця Олега Мудрака, 66",Святошинський,100.0,3,18,2010.0
456,3887840371.0,88000,1188.0,"Соломʼянська вулиця, 37",Солом’янський,74.1,3,5,1965.0
457,4117383786.0,109990,2000.0,"проспект Валерія Лобановського, 6-Д",Солом’янський,55.0,1,11,2014.0
458,3450226540.0,125000,2604.0,"бульвар Вацлава Гавела, 6-В",Солом’янський,48.0,1,22,2016.0
460,4241842829.0,350000,4070.0,"Берестейський проспект, 42а",Шевченківський,86.0,2,10,2022.0
463,3856488684.0,200000,2151.0,"проспект Соборності, 17 к2",Дніпровський,93.0,2,12,2017.0
464,4161464787.0,119999,2182.0,"Оболонський проспект, 11-А",Оболонський,55.0,2,8,1982.0
